Datacode,SA_NAME,GEOGID,Electoral Division CSO Code,Electoral Division Name,County,NUTS_III,NUTS_II,Planning Region,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_On_Foot_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bicycle_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Bus_Minibus_Coach_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Train_Dart_Luas_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Motorcycle_Scooter_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Driver_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Car_Passenger_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Van_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Other_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Soft_Modes_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Public_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Private_Transport_Comb_2011,Population_Aged_5_Over_By_Means_Of_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Before_0630_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0630_0700_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0701_0730_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0731_8000_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0801_0830_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0831_0900_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_0901_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_After_0930_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Time_Leaving_Home_To_Travel_To_Work_School_College_Total_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Under_15_mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Quarter_To_Under_Half_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Half_Hour_To_Under_Three_Quarter_Hours_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Three_Quarter_Hours_To_Under_One_Hour_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_Hour_To_Under_One_Hour_Thirty_Mins_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_One_And_Half_Hours_And_Over_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Not_Stated_2011,Population_Aged_5_Over_By_Journey_Time_To_Work_School_College_Total_2011
10508,47152003,A047152003,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,37,1,1,0,1,26,7,2,5,38,1,36,80,10,7,7,9,13,24,2,2,5,79,46,11,9,4,2,0,7,79
10509,47152004,A047152004,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,29,0,2,0,0,15,5,1,4,29,2,21,56,6,2,7,3,10,14,2,6,4,54,27,8,8,4,1,0,6,54
10510,47152005,A047152005,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,30,4,4,0,0,50,28,8,3,34,4,86,127,15,9,9,15,22,33,7,15,1,126,56,29,19,11,7,0,4,126
10511,47152006,A047152006,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,53,1,5,0,0,37,27,3,8,54,5,67,134,7,13,9,20,36,26,6,9,7,133,66,32,11,7,7,1,9,133
10512,47152007,A047152007,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,16,1,0,0,0,40,16,3,4,17,0,59,80,9,5,6,14,17,14,7,6,0,78,26,24,13,7,5,0,3,78
10513,47152008,A047152008,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,16,1,2,0,0,58,31,2,3,17,2,91,113,13,9,6,14,15,34,10,9,2,112,56,25,15,8,4,1,3,112
10514,47152009,A047152009,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,32,0,2,0,1,26,15,2,1,32,2,44,79,17,6,5,10,2,16,3,19,0,78,34,22,15,2,4,0,1,78
10516,47152011,A047152011,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,16,0,1,0,0,13,7,2,2,16,1,22,41,7,5,1,4,6,11,3,2,0,39,16,10,10,0,0,0,3,39
10517,47152012,A047152012,18003,003 Fermoy Urban,Cork County,South-West,SE,Southern,38,0,6,0,0,47,18,7,7,38,6,72,123,20,11,9,11,18,34,1,9,6,119,50,26,22,5,10,0,6,119
11163,47153001,A047153001,18089,089 Firmount,Cork County,South-West,SE,Southern,4,0,39,0,2,85,40,18,21,4,39,145,209,6,15,29,40,41,41,5,11,7,195,47,49,65,16,6,0,12,195
11164,47153002,A047153002,18089,089 Firmount,Cork County,South-West,SE,Southern,7,0,20,0,0,123,44,11,29,7,20,178,234,12,15,25,55,37,43,12,7,12,218,46,44,92,17,6,1,12,218
12026,47154001,A047154001,18299,299 Garranes,Cork County,South-West,SE,Southern,1,0,26,0,0,45,15,22,17,1,26,82,126,5,7,5,22,26,28,14,7,4,118,45,23,30,2,6,1,11,118
12027,47154002,A047154002,18299,299 Garranes,Cork County,South-West,SE,Southern,1,0,11,0,0,42,17,10,10,1,11,69,91,5,6,9,10,16,19,13,4,4,86,23,29,18,3,6,2,5,86
11377,47155001,A047155001,18116,116 Garrown,Cork County,South-West,SE,Southern,6,4,16,0,0,53,42,14,37,10,16,109,172,6,12,14,21,19,26,30,6,13,147,54,28,32,6,14,0,13,147
11873,47156001,A047156001,18256,256 Garryvoe,Cork County,South-West,SE,Southern,8,0,24,0,0,54,5,7,8,8,24,66,106,3,8,13,23,23,14,11,2,3,100,17,34,29,12,5,0,3,100
11874,47156002,A047156002,18256,256 Garryvoe,Cork County,South-West,SE,Southern,4,0,15,0,1,74,32,7,19,4,15,114,152,5,13,11,18,30,18,26,10,8,139,42,28,36,13,10,1,9,139
11875,47156003,A047156003,18256,256 Garryvoe,Cork County,South-West,SE,Southern,1,0,41,1,0,72,15,15,17,1,42,102,162,4,15,20,17,33,37,16,4,6,152,32,53,35,13,9,1,9,152
11427,47158001,A047158001,18132,132 Glanworth East,Cork County,South-West,SE,Southern,6,0,7,1,0,62,33,9,14,6,8,104,132,5,7,13,16,28,16,26,7,8,126,44,32,19,7,8,3,13,126
11428,47158002,A047158002,18132,132 Glanworth East,Cork County,South-West,SE,Southern,4,0,21,1,0,51,37,6,23,4,22,94,143,3,12,6,29,36,16,17,3,8,130,59,31,17,9,3,2,9,130
11429,47159001,A047159001,18133,133 Glanworth West,Cork County,South-West,SE,Southern,4,0,18,2,0,46,33,14,17,4,20,93,134,9,7,10,15,27,23,26,2,4,123,44,32,16,8,10,3,10,123
11430,47159002,A047159002,18133,133 Glanworth West,Cork County,South-West,SE,Southern,7,0,28,0,0,58,27,9,24,7,28,94,153,5,13,8,19,38,24,19,4,12,142,30,59,14,14,8,0,17,142
11431,47159003,A047159003,18133,133 Glanworth West,Cork County,South-West,SE,Southern,8,0,12,0,0,58,22,10,15,8,12,90,125,9,15,10,20,17,20,8,10,11,120,30,35,12,12,14,0,17,120
11432,47159004,A047159004,18133,133 Glanworth West,Cork County,South-West,SE,Southern,0,0,2,0,0,65,11,12,22,0,2,88,112,10,22,12,15,15,6,6,5,15,106,11,15,19,30,13,2,16,106
11433,47159005,A047159005,18133,133 Glanworth West,Cork County,South-West,SE,Southern,16,0,15,0,0,32,16,6,15,16,15,54,100,2,8,6,16,9,11,23,9,13,97,30,32,6,11,4,1,13,97
10761,47160001,A047160001,18039,039 Glengarriff,Cork County,South-West,SE,Southern,8,1,12,0,0,68,32,19,19,9,12,119,159,2,11,10,18,25,49,22,5,3,145,59,44,18,7,6,1,10,145
10762,47160002,A047160002,18039,039 Glengarriff,Cork County,South-West,SE,Southern,2,1,8,0,0,28,26,8,5,3,8,62,78,1,2,7,7,18,17,18,5,3,78,39,20,5,6,3,1,4,78
10763,47160003,A047160003,18039,039 Glengarriff,Cork County,South-West,SE,Southern,7,4,30,1,0,60,51,18,21,11,31,129,192,2,6,6,25,46,48,40,4,3,180,53,71,29,7,7,6,7,180
10765,47160005,A047160005,18039,039 Glengarriff,Cork County,South-West,SE,Southern,3,0,12,0,0,29,11,10,9,3,12,50,74,3,4,4,13,25,5,7,5,5,71,16,22,15,1,7,4,6,71
11496,47161001,A047161001,18159,159 Glenlara,Cork County,South-West,SE,Southern,4,0,27,1,0,58,7,17,23,4,28,82,137,4,14,10,17,28,23,18,3,8,125,43,21,27,5,13,6,10,125
11497,47161002,A047161002,18159,159 Glenlara,Cork County,South-West,SE,Southern,6,0,17,2,0,55,18,9,24,6,19,82,131,5,11,19,9,18,34,10,5,7,118,33,34,21,5,13,3,9,118
11165,47162001,A047162001,18090,090 Glenville,Cork County,South-West,SE,Southern,9,0,28,0,0,121,26,13,22,9,28,160,219,11,14,29,44,36,25,31,6,9,205,40,47,74,19,10,0,15,205
11166,47162002,A047162002,18090,090 Glenville,Cork County,South-West,SE,Southern,32,1,5,1,1,105,21,9,5,33,6,136,180,11,12,17,39,30,19,29,16,3,176,42,47,66,16,1,0,4,176
12073,47163002,A047163002,18315,315 Goleen,Cork County,South-West,SE,Southern,9,0,3,0,0,18,4,5,8,9,3,27,47,3,2,1,6,7,9,5,7,1,41,14,11,6,3,1,4,2,41
12074,47163003,A047163003,18315,315 Goleen,Cork County,South-West,SE,Southern,6,0,1,0,0,11,3,4,7,6,1,18,32,0,2,0,4,5,6,5,3,4,29,9,6,6,0,0,2,6,29
11498,47164001,A047164001,18160,160 Gortmore,Cork County,South-West,SE,Southern,4,0,18,2,0,74,13,7,9,4,20,94,127,12,19,9,21,18,30,5,4,3,121,28,40,14,21,12,2,4,121
12028,47165001,A047165001,18300,300 Gortnascreeny,Cork County,South-West,SE,Southern,14,1,37,0,0,59,25,19,31,15,37,103,186,7,4,8,26,32,44,25,10,10,166,58,57,19,6,8,4,14,166
12029,47165002,A047165002,18300,300 Gortnascreeny,Cork County,South-West,SE,Southern,3,0,10,0,1,35,23,7,17,3,10,66,96,0,2,3,12,22,24,15,0,8,86,29,34,7,2,5,1,8,86
11434,47166001,A047166001,18134,134 Gortnaskehy,Cork County,South-West,SE,Southern,13,0,39,1,0,72,33,15,32,13,40,120,205,13,11,16,44,19,41,25,3,6,178,37,57,39,16,14,3,12,178
11657,47167001,A047167001,18206,206 Gort na Tiobratan,Cork County,South-West,SE,Southern,5,0,9,0,0,69,37,11,16,5,9,117,147,4,10,9,19,19,54,8,10,3,136,67,25,11,19,7,2,5,136
11658,47167002,A047167002,18206,206 Gort na Tiobratan,Cork County,South-West,SE,Southern,3,6,21,0,1,69,19,9,27,9,21,98,155,3,8,12,24,27,20,25,7,9,135,52,28,20,11,11,1,12,135
11435,47168001,A047168001,18135,135 Gortroe,Cork County,South-West,SE,Southern,10,1,5,0,0,70,55,11,28,11,5,136,180,7,10,22,26,30,9,42,8,12,166,55,40,40,11,7,1,12,166
11436,47168002,A047168002,18135,135 Gortroe,Cork County,South-West,SE,Southern,13,0,15,0,1,50,33,12,24,13,15,96,148,1,8,14,33,17,17,26,8,6,130,38,30,41,9,2,1,9,130
11437,47168003,A047168003,18135,135 Gortroe,Cork County,South-West,SE,Southern,1,0,25,1,0,97,13,9,12,1,26,119,158,7,14,21,37,29,19,9,7,6,149,18,50,44,22,6,2,7,149
11659,47169001,A047169001,18207,207 Gowlane,Cork County,South-West,SE,Southern,6,1,36,0,1,101,21,20,37,7,36,143,223,8,12,35,38,34,27,25,9,7,195,27,45,75,23,6,2,17,195
11660,47169002,A047169002,18207,207 Gowlane,Cork County,South-West,SE,Southern,3,1,12,1,0,80,33,12,20,4,13,125,162,2,15,20,30,39,23,6,10,4,149,28,34,61,10,6,1,9,149
11661,47169003,A047169003,18207,207 Gowlane,Cork County,South-West,SE,Southern,3,0,16,0,0,85,37,16,20,3,16,138,177,5,8,17,43,29,33,16,7,6,164,48,34,49,12,7,3,11,164
11662,47169004,A047169004,18207,207 Gowlane,Cork County,South-West,SE,Southern,3,0,32,0,1,100,69,17,15,3,32,187,237,7,12,21,60,51,46,14,13,6,230,49,61,79,25,7,0,9,230
11499,47170001,A047170001,18161,161 Greenane,Cork County,South-West,SE,Southern,3,0,20,0,0,81,36,11,20,3,20,128,171,7,11,9,21,33,52,14,5,4,156,53,50,19,9,15,4,6,156
11500,47170002,A047170002,18161,161 Greenane,Cork County,South-West,SE,Southern,18,1,2,2,0,65,29,7,12,19,4,101,136,10,11,12,13,25,41,9,4,5,130,59,28,11,8,14,5,5,130
11501,47170003,A047170003,18161,161 Greenane,Cork County,South-West,SE,Southern,30,0,1,0,0,75,20,9,5,30,1,104,140,5,13,19,22,20,28,12,17,3,139,57,38,14,10,9,3,8,139
11502,47170004,A047170004,18161,161 Greenane,Cork County,South-West,SE,Southern,30,0,2,0,0,45,16,10,10,30,2,71,113,11,6,12,11,13,28,13,10,5,109,50,30,8,3,10,1,7,109
11503,47170005,A047170005,18161,161 Greenane,Cork County,South-West,SE,Southern,33,2,1,0,0,72,35,8,11,35,1,115,162,7,15,12,20,23,50,14,11,10,162,83,29,9,10,17,2,12,162
11167,47171001,A047171001,18091,091 Greenfort,Cork County,South-West,SE,Southern,2,0,21,0,1,69,19,8,17,2,21,97,137,5,9,19,31,22,16,14,6,6,128,10,35,49,18,7,1,8,128
11168,47171002,A047171002,18091,091 Greenfort,Cork County,South-West,SE,Southern,0,0,27,0,1,84,33,7,21,0,27,125,173,1,8,20,45,28,23,23,2,5,155,32,57,46,9,5,1,5,155
11169,47171003,A047171003,18091,091 Greenfort,Cork County,South-West,SE,Southern,2,0,31,1,0,100,42,7,8,2,32,149,191,4,8,19,29,62,51,3,6,4,186,21,87,57,10,1,2,8,186
11663,47172001,A047172001,18208,208 Greenville,Cork County,South-West,SE,Southern,6,1,30,0,0,78,28,8,32,7,30,114,183,7,11,19,33,28,28,18,5,17,166,28,33,52,29,8,0,16,166
11876,47173001,A047173001,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,13,3,37,0,0,94,22,9,24,16,37,125,202,10,18,20,40,28,38,12,13,6,185,45,61,41,12,12,2,12,185
11877,47173002,A047173002,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,2,0,31,1,1,122,17,10,7,2,32,150,191,12,20,26,31,25,45,12,13,3,187,26,58,55,20,11,3,14,187
11878,47173003,A047173003,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,5,0,48,0,0,108,28,14,12,5,48,150,215,8,16,25,33,53,57,4,7,2,205,22,105,44,15,7,3,9,205
11879,47173004,A047173004,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,9,0,31,1,0,104,41,14,28,9,32,159,228,10,16,20,39,56,36,18,8,7,210,54,77,41,15,10,1,12,210
11880,47173005,A047173005,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,4,0,2,1,0,53,17,2,7,4,3,72,86,6,5,8,21,19,6,11,2,7,85,19,21,23,9,7,0,6,85
11881,47173006,A047173006,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,31,0,24,1,0,103,37,13,8,31,25,153,217,14,16,29,33,43,28,38,6,7,214,59,58,57,17,14,2,7,214
11882,47173007,A047173007,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,8,0,3,1,1,76,11,8,1,8,4,96,109,9,12,13,23,7,16,13,15,1,109,20,35,39,9,3,0,3,109
11883,47173008,A047173008,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,19,1,10,0,1,113,18,7,8,20,10,139,177,14,17,25,19,35,38,12,11,4,175,35,56,54,15,7,3,5,175
11884,47173009,A047173009,18257,257 Ightermurragh,Cork County,South-West,SE,Southern,20,0,10,0,0,34,5,4,1,20,10,43,74,1,3,5,10,17,14,13,8,2,73,29,18,16,6,1,0,3,73
11744,47174001,A047174001,18231,231 Imphrick,Cork County,South-West,SE,Southern,7,0,4,2,0,107,46,15,32,7,6,168,213,8,15,23,28,26,60,13,7,15,195,63,54,17,17,21,5,18,195
11885,47175001,A047175001,18258,258 Inch,Cork County,South-West,SE,Southern,1,0,22,1,0,75,41,11,26,1,23,127,177,6,7,9,35,42,39,11,5,11,165,48,52,23,15,4,8,15,165
11886,47175002,A047175002,18258,258 Inch,Cork County,South-West,SE,Southern,1,2,23,2,0,63,25,8,15,3,25,96,139,4,9,8,30,28,29,8,9,2,127,39,28,28,19,7,1,5,127
11664,47176001,A047176001,18209,209 Inchigeelagh,Cork County,South-West,SE,Southern,2,0,21,0,0,59,32,9,15,2,21,100,138,5,11,15,17,22,20,26,8,5,129,41,34,31,14,3,0,6,129
11665,47176002,A047176002,18209,209 Inchigeelagh,Cork County,South-West,SE,Southern,6,1,6,0,0,37,10,11,20,7,6,58,91,7,7,11,12,13,7,13,4,9,83,20,16,16,11,5,1,14,83
11666,47176003,A047176003,18209,209 Inchigeelagh,Cork County,South-West,SE,Southern,13,0,15,0,0,38,18,14,7,13,15,70,105,5,9,7,18,15,24,15,5,3,101,31,24,13,14,11,1,7,101
10691,47177001,A047177001,18021,021 Inishannon,Cork County,South-West,SE,Southern,12,1,15,0,1,81,32,10,26,13,15,124,178,4,9,19,23,29,53,3,12,5,157,50,53,40,5,3,0,6,157
10692,47177002,A047177002,18021,021 Inishannon,Cork County,South-West,SE,Southern,17,0,5,0,0,125,48,4,17,17,5,177,216,13,12,26,33,30,63,11,12,7,207,82,43,47,13,13,2,7,207
10693,47177003,A047177003,18021,021 Inishannon,Cork County,South-West,SE,Southern,8,0,23,0,0,75,38,16,22,8,23,129,182,8,7,21,30,35,51,4,10,5,171,61,50,41,3,1,0,15,171
10694,47177004,A047177004,18021,021 Inishannon,Cork County,South-West,SE,Southern,4,0,13,0,0,70,34,7,16,4,13,111,144,1,7,11,32,32,37,4,5,3,132,48,37,34,4,3,1,5,132
10695,47177005,A047177005,18021,021 Inishannon,Cork County,South-West,SE,Southern,24,0,33,0,0,65,14,3,7,24,33,82,146,4,6,12,34,30,39,6,9,2,142,49,48,28,6,5,0,6,142
10696,47177006,A047177006,18021,021 Inishannon,Cork County,South-West,SE,Southern,31,0,21,0,0,95,28,4,7,31,21,127,186,4,5,28,30,33,61,12,8,1,182,67,58,41,7,3,2,4,182
10697,47177007,A047177007,18021,021 Inishannon,Cork County,South-West,SE,Southern,2,0,2,0,0,44,6,3,2,2,2,53,59,2,8,9,5,15,14,2,2,1,58,9,24,20,4,0,0,1,58
10698,47177008,A047177008,18021,021 Inishannon,Cork County,South-West,SE,Southern,19,0,15,0,0,54,26,5,5,19,15,85,124,2,6,11,30,22,38,6,5,1,121,38,40,29,2,7,3,2,121
11170,47178001,A047178001,18092,092 Inishkenny,Cork County,South-West,SE,Southern,1,3,3,1,2,53,31,6,10,4,4,92,110,3,7,2,27,30,12,6,14,6,107,33,49,12,1,4,1,7,107
11171,47178002,A047178002,18092,092 Inishkenny,Cork County,South-West,SE,Southern,50,3,12,0,2,70,26,7,6,53,12,105,176,8,10,26,22,49,27,8,19,7,176,47,85,20,1,6,3,14,176
11172,47178003,A047178003,18092,092 Inishkenny,Cork County,South-West,SE,Southern,36,3,29,0,2,101,54,9,8,39,29,166,242,12,13,13,32,55,61,15,33,8,242,83,115,25,3,1,0,15,242
11173,47178004,A047178004,18092,092 Inishkenny,Cork County,South-West,SE,Southern,27,5,23,0,2,140,62,3,3,32,23,207,265,9,6,27,48,89,55,5,22,4,265,74,145,31,7,1,0,7,265
11174,47178005,A047178005,18092,092 Inishkenny,Cork County,South-West,SE,Southern,45,3,18,0,1,85,31,2,3,48,18,119,188,9,20,16,24,40,37,9,31,1,187,47,94,32,3,5,2,4,187
11175,47178006,A047178006,18092,092 Inishkenny,Cork County,South-West,SE,Southern,2,1,7,0,2,80,41,7,18,3,7,130,158,3,10,12,31,49,25,6,8,4,148,34,75,27,2,0,0,10,148
11176,47178007,A047178007,18092,092 Inishkenny,Cork County,South-West,SE,Southern,2,2,8,0,1,156,137,6,13,4,8,300,325,3,13,15,57,107,93,13,13,4,318,101,156,40,5,3,2,11,318
11177,47178008,A047178008,18092,092 Inishkenny,Cork County,South-West,SE,Southern,2,1,5,0,2,124,62,12,6,3,5,200,214,8,5,10,40,88,34,11,12,1,209,61,96,30,9,3,1,9,209
11178,47178009,A047178009,18092,092 Inishkenny,Cork County,South-West,SE,Southern,17,1,16,0,0,48,15,3,9,18,16,66,109,3,3,8,21,29,16,2,14,10,106,24,55,17,5,0,0,5,106
11179,47178010,A047178010,18092,092 Inishkenny,Cork County,South-West,SE,Southern,12,0,10,0,1,121,14,3,1,12,10,139,162,7,12,27,28,39,18,8,19,4,162,34,84,30,3,4,2,5,162
11180,47178011,A047178011,18092,092 Inishkenny,Cork County,South-West,SE,Southern,11,3,29,0,1,111,38,3,2,14,29,153,198,7,22,16,38,47,30,8,26,4,198,49,104,27,7,5,0,6,198
11181,47178012,A047178012,18092,092 Inishkenny,Cork County,South-West,SE,Southern,11,3,21,1,0,116,40,9,14,14,22,165,215,5,10,26,47,65,27,6,12,15,213,48,97,36,3,4,2,23,213
11182,47178013,A047178013,18092,092 Inishkenny,Cork County,South-West,SE,Southern,19,7,9,0,0,61,20,2,6,26,9,83,124,2,10,10,23,31,28,5,8,7,124,33,62,13,0,4,1,11,124
11183,47178014,A047178014,18092,092 Inishkenny,Cork County,South-West,SE,Southern,22,1,14,0,1,79,39,5,6,23,14,124,167,6,13,17,24,45,31,5,21,5,167,50,74,29,3,2,2,7,167
11184,47178015,A047178015,18092,092 Inishkenny,Cork County,South-West,SE,Southern,41,2,11,0,0,87,19,5,5,43,11,111,170,3,11,29,38,34,30,2,19,3,169,63,65,28,6,3,1,3,169
11185,47178016,A047178016,18092,092 Inishkenny,Cork County,South-West,SE,Southern,35,3,9,0,1,86,26,1,2,38,9,114,163,3,10,12,18,46,33,6,32,3,163,50,77,20,3,1,1,11,163
11186,47178017,A047178017,18092,092 Inishkenny,Cork County,South-West,SE,Southern,40,5,19,0,1,116,32,6,5,45,19,155,224,8,15,22,41,62,39,10,24,3,224,67,93,47,8,3,1,5,224
11187,47178018,A047178018,18092,092 Inishkenny,Cork County,South-West,SE,Southern,17,2,19,1,0,130,29,1,0,19,20,160,199,6,10,20,43,62,23,9,24,2,199,46,110,28,5,6,2,2,199
11188,47178019,A047178019,18092,092 Inishkenny,Cork County,South-West,SE,Southern,11,1,22,1,1,118,53,13,19,12,23,185,239,5,7,18,52,64,55,9,10,8,228,53,101,46,7,1,4,16,228
11189,47178020,A047178020,18092,092 Inishkenny,Cork County,South-West,SE,Southern,29,3,13,0,2,44,15,5,3,32,13,66,114,3,5,12,17,30,24,5,15,3,114,33,44,22,3,5,1,6,114
11190,47178021,A047178021,18092,092 Inishkenny,Cork County,South-West,SE,Southern,28,6,11,0,0,70,22,4,4,34,11,96,145,5,7,10,35,36,23,10,15,2,143,42,68,20,4,1,1,7,143
11504,47179001,A047179001,18162,162 Kanturk,Cork County,South-West,SE,Southern,6,2,5,2,0,67,52,6,30,8,7,125,170,3,10,9,16,21,51,17,12,10,149,78,23,14,4,16,4,10,149
11505,47179002,A047179002,18162,162 Kanturk,Cork County,South-West,SE,Southern,11,0,1,1,1,50,16,8,3,11,2,75,91,4,5,9,16,8,27,13,6,2,90,39,17,7,6,15,0,6,90
11506,47179003,A047179003,18162,162 Kanturk,Cork County,South-West,SE,Southern,18,0,2,0,0,70,24,8,12,18,2,102,134,7,5,8,23,9,53,5,14,4,128,65,19,13,7,16,2,6,128
11507,47179004,A047179004,18162,162 Kanturk,Cork County,South-West,SE,Southern,47,2,3,2,0,41,33,3,6,49,5,77,137,3,6,14,13,16,46,15,16,4,133,73,20,10,8,9,1,12,133
11508,47179005,A047179005,18162,162 Kanturk,Cork County,South-West,SE,Southern,31,0,3,0,0,42,30,4,2,31,3,76,112,2,4,16,10,18,42,11,6,3,112,42,31,17,2,9,2,9,112
11509,47179006,A047179006,18162,162 Kanturk,Cork County,South-West,SE,Southern,18,0,2,1,0,82,40,6,11,18,3,128,160,7,9,16,20,20,62,9,6,3,152,85,23,11,12,12,3,6,152
11510,47179007,A047179007,18162,162 Kanturk,Cork County,South-West,SE,Southern,29,0,1,0,0,36,19,1,6,29,1,56,92,1,7,7,9,7,37,9,10,1,88,58,7,9,4,5,2,3,88
11511,47179008,A047179008,18162,162 Kanturk,Cork County,South-West,SE,Southern,11,0,0,0,0,39,16,6,4,11,0,61,76,2,7,11,16,4,20,4,9,3,76,28,16,7,8,12,0,5,76
11512,47179009,A047179009,18162,162 Kanturk,Cork County,South-West,SE,Southern,5,0,0,0,0,32,13,3,4,5,0,48,57,6,4,7,9,2,15,9,4,1,57,21,13,4,5,8,0,6,57
11950,47180001,A047180001,18272,272 Keale,Cork County,South-West,SE,Southern,1,0,7,1,0,41,19,8,19,1,8,68,96,5,8,12,6,13,16,13,6,1,80,27,23,7,2,12,5,4,80
11951,47180002,A047180002,18272,272 Keale,Cork County,South-West,SE,Southern,4,0,16,0,0,54,20,7,10,4,16,81,111,3,10,7,14,25,25,13,4,3,104,42,22,22,5,7,1,5,104
10766,47181001,A047181001,18040,040 Kealkill,Cork County,South-West,SE,Southern,3,0,27,0,0,47,15,16,18,3,27,78,126,2,10,13,21,25,25,11,1,10,118,31,39,19,6,12,0,11,118
10767,47181002,A047181002,18040,040 Kealkill,Cork County,South-West,SE,Southern,10,0,26,0,0,84,36,25,18,10,26,145,199,3,11,23,20,37,36,42,9,9,190,58,67,27,9,9,4,16,190
11667,47182001,A047182001,18210,210 Kilberrihert,Cork County,South-West,SE,Southern,6,0,14,0,0,55,24,13,21,6,14,92,133,2,7,19,21,25,12,21,5,6,118,23,34,28,18,5,3,7,118
11668,47182002,A047182002,18210,210 Kilberrihert,Cork County,South-West,SE,Southern,11,2,14,0,0,65,32,6,17,13,14,103,147,5,12,14,26,15,27,19,11,3,132,37,41,25,18,8,0,3,132
11669,47182003,A047182003,18210,210 Kilberrihert,Cork County,South-West,SE,Southern,8,0,10,0,0,55,52,15,15,8,10,122,155,8,16,12,15,32,19,36,6,2,146,65,18,31,13,10,3,6,146
10699,47183001,A047183001,18022,022 Kilbonane,Cork County,South-West,SE,Southern,3,1,25,0,0,98,40,12,14,4,25,150,193,10,16,20,24,48,41,17,9,2,187,40,92,34,9,3,2,7,187
10700,47183002,A047183002,18022,022 Kilbonane,Cork County,South-West,SE,Southern,9,0,20,0,1,120,33,9,16,9,20,163,208,14,13,19,48,50,30,16,5,1,196,32,57,83,13,1,3,7,196
10701,47183003,A047183003,18022,022 Kilbonane,Cork County,South-West,SE,Southern,7,0,24,0,0,131,69,8,16,7,24,208,255,3,11,28,49,63,28,50,10,5,247,54,95,75,9,3,1,10,247
10702,47183004,A047183004,18022,022 Kilbonane,Cork County,South-West,SE,Southern,2,0,34,0,0,121,95,10,9,2,34,226,271,11,14,29,39,81,53,34,3,3,267,59,112,75,6,3,7,5,267
11513,47184001,A047184001,18163,163 Kilbrin,Cork County,South-West,SE,Southern,15,1,39,2,0,100,38,14,31,16,41,152,240,11,3,23,34,51,55,23,9,12,221,72,74,27,11,21,4,12,221
10703,47185001,A047185001,18023,023 Kilbrittain,Cork County,South-West,SE,Southern,9,0,31,0,1,77,53,10,24,9,31,141,205,5,12,15,29,33,46,37,10,2,189,74,42,41,24,4,1,3,189
